"carat","cut","color","clarity","depth","table","price","x","y","z"
1.01,"Very Good","F","SI1",62.9,57,6075,6.35,6.4,4.01
0.9,"Good","G","SI1",60,61,3752,6.19,6.22,3.72
1.14,"Premium","D","SI2",60.3,58,4972,6.79,6.71,4.07
0.7,"Premium","G","VS1",59.3,62,2496,5.8,5.74,3.42
2.02,"Fair","G","I1",65.6,57,6346,7.87,7.8,5.15
0.4,"Premium","F","VS1",62.5,59,1050,4.69,4.66,2.92
0.55,"Good","D","SI2",63.2,56,1272,5.21,5.24,3.3
0.9,"Very Good","D","SI1",61.6,54,3880,6.18,6.25,3.83
0.73,"Good","E","VS2",63.3,60,2723,5.67,5.73,3.61
1,"Very Good","D","SI1",63.2,60,5851,6.31,6.35,4
0.9,"Ideal","I","VS2",62.6,54.3,3820,6.14,6.17,3.86
0.91,"Premium","F","SI1",61,59,4026,6.23,6.19,3.79
0.72,"Very Good","E","SI1",57.9,58,2610,5.92,5.96,3.44
0.7,"Good","E","SI1",63.8,57,2569,5.59,5.63,3.58
0.91,"Very Good","E","SI1",61.9,61,4211,6.1,6.12,3.78
0.5,"Very Good","F","VVS1",63.5,60,1978,4.98,5.04,3.18
0.33,"Ideal","G","VS2",61.2,55,743,4.52,4.46,2.75
1.7,"Premium","F","SI2",58.5,60,9330,7.87,7.8,4.58
1.65,"Ideal","H","VVS2",62.1,56,12225,7.68,7.65,4.76
0.31,"Ideal","E","IF",61.3,58,1002,4.37,4.4,2.69
0.7,"Ideal","H","VVS1",60.9,57,3611,5.7,5.78,3.5
1.5,"Very Good","H","SI2",62.1,59,7365,7.24,7.28,4.51
0.31,"Ideal","D","VS2",62.1,56,942,4.35,4.34,2.7
1,"Premium","D","VS2",60.8,61,6776,6.41,6.39,3.89
0.52,"Premium","D","SI1",61.4,58,1600,5.16,5.19,3.18
0.91,"Ideal","G","VS2",61.4,57,5023,6.23,6.28,3.84
1.53,"Premium","G","VVS1",60.6,58,16451,7.45,7.49,4.53
1.01,"Ideal","G","VS2",62.4,56,5946,6.42,6.39,4
1.21,"Very Good","J","VS2",59.9,59,4754,6.86,6.92,4.13
0.7,"Very Good","I","VS2",60.1,57,2316,5.79,5.82,3.49
1.07,"Premium","F","VS1",60.6,61,6885,6.62,6.56,3.99
2.04,"Very Good","I","SI2",62.5,52,14477,8.02,8.17,5.06
1.06,"Fair","J","SI2",61,66,2992,6.54,6.35,3.93
0.3,"Ideal","I","VS2",60.3,57,438,4.36,4.39,2.64
0.39,"Ideal","G","SI1",60.5,56,866,4.77,4.79,2.89
0.3,"Ideal","G","VS1",62.6,57,776,4.29,4.27,2.68
1.41,"Ideal","J","SI1",62.3,55,6889,7.18,7.21,4.48
0.54,"Good","H","VVS2",60.9,57.2,1883,5.22,5.26,3.19
0.44,"Very Good","F","SI1",62.8,59,829,4.88,4.91,3.07
1.02,"Good","F","VS2",63.3,59,6479,6.37,6.4,4.04
1.01,"Good","F","VVS1",63.2,56,9012,6.33,6.39,4.02
1.01,"Premium","H","SI1",62.1,60,4439,6.43,6.39,3.98
0.5,"Ideal","E","VS2",61.3,57,1746,5.15,5.13,3.15
0.73,"Very Good","F","SI1",61.6,62,2326,5.71,5.76,3.53
0.4,"Good","D","SI1",63.3,57,720,4.68,4.71,2.97
1.15,"Ideal","H","SI1",61.6,55,7100,6.74,6.79,4.17
0.75,"Ideal","E","SI1",61.5,56,2652,5.88,5.84,3.6
1.06,"Ideal","H","SI1",63,55,5278,6.49,6.44,4.08
0.37,"Premium","D","VS1",60.2,60,803,4.63,4.68,2.8
1.01,"Good","H","SI2",57.9,59,3903,6.64,6.59,3.83
1.7,"Very Good","G","VS2",62.6,57,15259,7.6,7.67,4.78
0.9,"Very Good","D","SI2",61,59,3806,6.14,6.18,3.76
1.07,"Good","F","SI2",61.3,65,4446,6.59,6.41,4
1.12,"Ideal","F","SI1",61.6,56,6087,6.66,6.72,4.12
0.42,"Very Good","D","SI1",60.2,57,756,4.85,4.89,2.93
0.41,"Ideal","G","VS2",62.7,56,1061,4.76,4.71,2.97
1,"Very Good","E","SI2",63.5,54,4480,6.41,6.35,4.05
0.57,"Ideal","F","SI1",61.9,56,1759,5.33,5.37,3.31
0.41,"Ideal","D","VS2",61.9,56,1007,4.77,4.8,2.96
0.5,"Good","E","SI1",64,56,1155,5.03,4.97,3.2
0.98,"Premium","F","SI2",61.8,58,4308,6.37,6.32,3.92
1.01,"Good","F","VVS2",62.7,61,7915,6.3,6.34,3.96
0.39,"Very Good","I","VS1",63.1,58,921,4.68,4.61,2.93
0.3,"Ideal","E","VS2",62.3,57,658,4.29,4.32,2.68
0.27,"Very Good","D","VVS2",59.9,59,620,4.23,4.28,2.55
1.12,"Ideal","H","SI1",62,57,5363,6.69,6.64,4.13
0.92,"Very Good","I","SI1",63.3,58,3323,6.18,6.14,3.9
1.11,"Ideal","G","SI2",61.7,57,5299,6.65,6.69,4.12
0.51,"Ideal","H","IF",62,54,1879,5.14,5.18,3.2
0.41,"Premium","D","VVS1",62.2,58,1413,4.77,4.71,2.95
0.41,"Ideal","I","VVS1",61.3,56,1107,4.85,4.8,2.96
0.76,"Ideal","E","VVS1",61.8,54,4382,5.9,5.87,3.64
0.94,"Premium","E","SI2",62.4,58,4098,6.26,6.33,3.93
0.6,"Ideal","G","VVS2",61.3,56,2467,5.43,5.46,3.34
1.5,"Good","E","SI1",63,54,11368,7.19,7.26,4.55
2.01,"Ideal","F","SI2",62.9,56,13201,8.05,7.9,5.02
1.01,"Good","E","SI2",63.2,59,4479,6.34,6.38,4.02
0.32,"Premium","I","VS2",62.6,58,449,4.37,4.42,2.75
1.2,"Premium","G","SI2",62.4,58,5846,6.77,6.73,4.21
1.09,"Ideal","H","SI1",61.1,57,5219,6.71,6.62,4.07
0.41,"Premium","G","VS1",61.7,57,961,4.78,4.75,2.94
1.19,"Premium","H","SI1",61.3,58,6078,6.82,6.78,4.17
0.5,"Ideal","F","VS2",62.4,56,1404,5.1,5.13,3.19
0.91,"Very Good","F","SI2",63.3,54,3746,6.22,6.14,3.91
0.31,"Very Good","F","SI1",60.6,60,516,4.34,4.37,2.64
1.22,"Ideal","G","VVS1",61.1,56,10888,6.91,6.94,4.23
0.63,"Good","J","SI1",59.9,64,1134,5.63,5.58,3.36
0.4,"Premium","G","SI1",62,59,900,4.74,4.71,2.93
1.53,"Ideal","F","SI1",60.3,57,11820,7.52,7.45,4.51
0.35,"Very Good","E","VS1",62.3,60,829,4.5,4.52,2.81
0.31,"Very Good","J","SI1",58.1,62,353,4.44,4.47,2.59
1.06,"Very Good","H","SI1",59.1,58,5048,6.66,6.71,3.95
0.38,"Ideal","G","VVS1",61.9,56,993,4.67,4.7,2.9
0.71,"Ideal","F","VVS1",61.7,56,5019,5.73,5.77,3.55
0.51,"Very Good","F","VS2",63,57,1423,5.05,5.11,3.2
1.09,"Very Good","G","VS1",59.7,63,6570,6.74,6.65,4
0.3,"Ideal","E","VVS1",60.5,57,956,4.39,4.34,2.64
0.6,"Ideal","E","VS1",61,56,2171,5.44,5.47,3.33
0.85,"Very Good","E","VS2",63.6,56,3997,5.97,6.01,3.81
1.01,"Very Good","J","VS2",59.3,59,4120,6.5,6.58,3.88
0.41,"Ideal","E","VS2",61.8,54,935,4.76,4.79,2.95
1.02,"Very Good","F","IF",62.5,58,10967,6.39,6.54,4.04
0.53,"Ideal","G","VS2",62.5,55,1607,5.2,5.17,3.24
0.5,"Good","E","VVS2",61.6,62,2437,5.04,5.09,3.12
1.5,"Premium","H","I1",60.1,57,3457,7.4,7.28,4.42
1.51,"Premium","G","VS2",62.7,58,12872,7.31,7.2,4.55
0.53,"Premium","E","SI2",59.9,58,984,5.31,5.27,3.17
0.9,"Very Good","G","SI1",63.1,59,3669,6.15,6.11,3.87
0.81,"Good","E","I1",64.1,59,2608,5.89,5.85,3.76
1,"Premium","E","SI1",60.7,59,5544,6.41,6.38,3.88
0.83,"Ideal","E","SI1",62.7,57,3231,5.96,6.01,3.75
0.52,"Ideal","I","SI1",61.8,54,950,5.17,5.19,3.2
0.38,"Ideal","D","VVS1",60.7,57,1270,4.69,4.74,2.86
1.31,"Ideal","I","VS1",62.2,57,7751,7,7.03,4.36
1.41,"Good","F","SI1",63.7,58,8212,7.06,7.01,4.48
1.01,"Very Good","F","VS2",61.3,61,6159,6.34,6.38,3.9
0.98,"Fair","H","SI1",68.6,58,3583,6.18,6.04,4.19
1.33,"Very Good","F","SI1",63.3,56,8163,6.91,6.95,4.39
1.22,"Good","J","SI1",63.8,57,4612,6.77,6.72,4.3
0.33,"Premium","I","SI1",60.4,59,434,4.5,4.54,2.73
2.07,"Premium","E","SI1",61.2,58,16957,8.24,8.19,5.03
0.73,"Ideal","H","SI1",62.9,56,2269,5.79,5.75,3.63
1.53,"Very Good","I","SI2",61.6,56,7406,7.39,7.45,4.57
2.01,"Premium","J","VS2",61.5,60,13228,8.13,8.07,4.98
0.31,"Ideal","D","SI1",61.5,56,571,4.33,4.35,2.67
0.56,"Premium","D","SI1",60.8,60,1723,5.29,5.31,3.22
2,"Premium","J","VS1",63,58,9296,8.04,7.99,5.05
0.38,"Ideal","D","VVS2",61.4,57,1070,4.66,4.72,2.88
1,"Very Good","D","SI2",61.6,58,4543,6.37,6.45,3.95
1.07,"Ideal","D","VVS2",60.3,56,12545,6.63,6.68,4.01
0.5,"Very Good","F","SI1",61,60,1197,5.08,5.11,3.11
0.62,"Ideal","G","IF",60.3,57,3378,5.54,5.61,3.35
0.52,"Ideal","G","VS2",61.7,56,1428,5.15,5.19,3.19
1.06,"Ideal","D","SI1",62.6,56,6426,6.49,6.52,4.07
1.47,"Premium","F","SI2",59.4,59,8115,7.47,7.42,4.42
1,"Ideal","D","SI1",62.5,55,6664,6.42,6.34,3.99
0.53,"Ideal","D","VVS1",61.6,55,3097,5.21,5.27,3.23
0.36,"Premium","H","SI1",63,55,648,4.54,4.51,2.85
0.45,"Premium","F","SI2",61.5,61,936,4.95,4.9,3.03
0.69,"Good","F","SI1",58.4,61.7,1951,5.75,5.82,3.38
1.05,"Premium","E","I1",61.4,58,2964,6.53,6.46,3.99
0.7,"Ideal","G","VS1",61.4,55,2573,5.74,5.69,3.51
1,"Very Good","F","VS1",62.9,56,6468,6.38,6.43,4.03
0.57,"Ideal","G","VVS1",61.9,57,2217,5.31,5.35,3.3
0.32,"Ideal","E","VVS1",61.7,55,954,4.39,4.42,2.72
2.03,"Very Good","J","SI2",60.9,60,11968,8.1,8.21,4.97
0.31,"Very Good","E","SI1",58.7,60,507,4.45,4.48,2.62
1.08,"Premium","H","I1",61.7,59,3118,6.54,6.59,4.05
0.54,"Very Good","I","SI1",61.3,60,1079,5.2,5.24,3.2
1.28,"Ideal","G","SI1",62.2,56,7598,6.96,6.9,4.31
0.52,"Ideal","G","VS2",62,55,1577,5.19,5.13,3.2
0.3,"Very Good","G","VS2",63.5,54,675,4.28,4.25,2.71
1.05,"Very Good","G","VS2",61.7,55,5917,6.5,6.56,4.03
0.55,"Premium","J","SI1",60.5,59,1348,5.33,5.28,3.21
0.73,"Very Good","F","VVS1",60.6,56,3720,5.79,5.83,3.52
0.61,"Very Good","H","VS2",63.3,57.5,1590,5.38,5.4,3.41
1.17,"Ideal","D","SI2",62.7,57,5949,6.72,6.7,4.21
0.31,"Ideal","F","IF",62.2,56,1122,4.34,4.31,2.69
0.78,"Good","E","SI2",64,57,2379,5.84,5.81,3.73
0.72,"Premium","D","VS1",62.7,56,3601,5.76,5.69,3.59
0.55,"Very Good","D","SI1",61.2,58,1692,5.24,5.29,3.22
0.58,"Ideal","D","SI2",63.4,57,1356,5.29,5.34,3.37
1.36,"Premium","H","VS2",61.9,58,8877,7.15,7.09,4.41
1,"Good","D","VS2",60.7,61,7026,6.4,6.46,3.9
1.01,"Very Good","F","SI1",59.7,61,4899,6.49,6.55,3.89
0.32,"Ideal","H","VVS1",61.9,56,730,4.38,4.41,2.72
0.57,"Ideal","E","VS2",61.8,55,1851,5.34,5.38,3.31
0.31,"Premium","J","SI1",60.9,60,363,4.36,4.38,2.66
0.41,"Ideal","G","SI1",61.4,56,759,4.81,4.83,2.96
0.34,"Ideal","F","VVS1",61.4,55,906,4.53,4.56,2.79
0.24,"Very Good","D","VS1",61.1,60,367,3.96,3.99,2.43
1.89,"Ideal","H","VS1",61.6,56,17553,7.92,7.95,4.89
0.79,"Ideal","G","SI1",62.6,55,2871,5.91,5.95,3.71
0.7,"Good","F","VVS1",59.9,62,3206,5.69,5.74,3.42
0.71,"Very Good","F","SI2",60.5,62,2138,5.75,5.79,3.49
0.5,"Good","D","SI1",64.1,56,1190,5.03,4.98,3.21
0.33,"Premium","I","VS2",62,60,594,4.46,4.41,2.75
0.39,"Ideal","H","SI1",61.8,55,874,4.68,4.71,2.9
0.43,"Ideal","G","VS1",61.2,57,880,4.83,4.88,2.97
1.5,"Premium","G","SI1",62.6,55,9265,7.31,7.27,4.56
0.44,"Good","G","IF",58.5,61,1407,4.99,5.03,2.93
0.33,"Premium","I","IF",62.1,58,694,4.39,4.43,2.74
0.51,"Good","E","VS1",61.3,63,1841,5.11,5.16,3.15
0.4,"Ideal","F","SI1",61.6,55,703,4.72,4.76,2.92
0.56,"Ideal","D","VS2",61.9,57,1963,5.26,5.3,3.27
0.41,"Ideal","E","SI2",61.2,56,760,4.81,4.84,2.95
0.7,"Premium","E","VS2",60.8,58,2697,5.74,5.7,3.48
0.7,"Ideal","I","SI1",61,57,2287,5.71,5.74,3.5
0.33,"Ideal","D","VS2",62.1,55,1002,4.46,4.43,2.76
1.71,"Premium","H","VS2",59.2,61,10084,7.83,7.77,4.62
0.76,"Ideal","F","SI1",61.4,56,2894,5.88,5.92,3.62
0.33,"Ideal","F","VS1",61.2,56,723,4.46,4.49,2.74
1.78,"Premium","H","VS1",60.2,59,15460,7.83,7.96,4.75
0.54,"Premium","F","VS2",62.4,55,1814,5.23,5.19,3.25
0.71,"Fair","J","SI2",65.5,61,1409,5.54,5.49,3.61
0.52,"Ideal","G","VS1",62.7,56,1689,5.14,5.16,3.23
1,"Very Good","G","VVS1",62.3,55,8246,6.34,6.44,3.98
0.3,"Ideal","H","VS1",62.7,55,526,4.25,4.3,2.68
1.21,"Premium","I","SI2",59.9,61,4337,6.89,6.85,4.11
0.3,"Ideal","F","VS2",61.9,55,605,4.31,4.32,2.67
0.35,"Ideal","F","VS2",60.5,57,906,4.6,4.52,2.76
0.7,"Premium","F","SI1",61.6,60,2470,5.68,5.72,3.51
0.33,"Ideal","G","VVS2",62.5,54,752,4.41,4.45,2.77
0.31,"Ideal","F","SI1",60.5,57,663,4.43,4.4,2.67
0.7,"Ideal","G","VVS1",61.9,58,3354,5.67,5.74,3.53
0.7,"Very Good","F","VS2",61.4,57,2400,5.73,5.76,3.53
1.05,"Very Good","H","SI2",61.4,58,4042,6.54,6.58,4.03
0.31,"Ideal","D","SI1",62.4,53,571,4.33,4.35,2.71
0.59,"Ideal","D","SI1",61.8,56,1816,5.37,5.4,3.33
2.35,"Premium","I","SI2",59.9,58,17294,8.68,8.61,5.18
1.06,"Premium","D","VS2",59.6,60,7280,6.71,6.68,3.99
0.58,"Ideal","E","VS2",61.1,57,1884,5.39,5.41,3.3
0.74,"Ideal","E","VS2",62.6,56,3036,5.73,5.81,3.61
1,"Good","E","SI1",63.2,57,5299,6.36,6.39,4.03
0.32,"Ideal","G","SI1",62.5,55,477,4.35,4.38,2.73
0.4,"Good","G","SI2",63.4,59,596,4.64,4.66,2.95
1.02,"Very Good","F","VS1",61.3,59,6785,6.45,6.51,3.97
0.9,"Very Good","G","VVS2",63,58,4565,6.07,6.15,3.85
0.51,"Premium","E","SI1",61.8,58,1343,5.11,5.15,3.17
1.02,"Very Good","G","SI2",62.9,59,4291,6.38,6.4,4.02
0.5,"Very Good","E","VS2",62.1,62,1451,5.08,5.1,3.16
1.1,"Ideal","G","VS1",61.5,57,7111,6.65,6.62,4.08
1.32,"Ideal","I","VVS1",61,56,8501,7.09,7.07,4.32
0.41,"Very Good","E","VS2",62.7,58,833,4.68,4.73,2.95
1.01,"Good","F","SI2",63.1,58,3768,6.34,6.38,4.01
0.74,"Very Good","E","SI1",61,58,2929,5.82,5.85,3.56
0.24,"Very Good","F","VVS1",58.7,59,552,4.04,4.1,2.39
0.41,"Very Good","E","SI1",62.9,57,755,4.73,4.78,2.99
0.55,"Ideal","G","SI2",62.1,57,1240,5.3,5.23,3.27
0.52,"Very Good","E","VS1",59.1,58,1875,5.31,5.38,3.16
0.6,"Ideal","I","SI2",62.2,54,1125,5.4,5.44,3.37
0.72,"Very Good","G","SI1",62.4,59,2482,5.67,5.7,3.55
0.7,"Very Good","E","SI1",63.9,57,3173,5.55,5.66,3.58
0.79,"Good","F","SI2",64.3,60,1943,5.82,5.75,3.72
0.5,"Premium","G","VS1",60.7,60,1746,5.12,5.09,3.1
0.55,"Ideal","I","VS2",61.3,54,1216,5.28,5.36,3.26
1.06,"Ideal","E","VS1",62.1,57,8567,6.52,6.49,4.04
0.7,"Good","E","VS1",58.7,60,3148,5.79,5.83,3.41
1.34,"Ideal","I","VVS2",61.4,56,8079,7.07,7.09,4.35
1.06,"Premium","H","VS2",62,58,5889,6.57,6.5,4.05
0.7,"Premium","F","SI2",59.5,61,1662,5.78,5.68,3.41
1.2,"Very Good","G","VS2",63.5,57,8032,6.76,6.66,4.26
1.15,"Ideal","G","VS2",61.4,57,6492,6.78,6.74,4.15
0.38,"Ideal","D","VS1",62,55,1140,4.68,4.64,2.89
0.51,"Very Good","E","VS2",63.3,55,1638,5.12,5.09,3.23
1.53,"Very Good","G","VS1",62.8,56,12654,7.31,7.37,4.61
0.31,"Ideal","E","IF",60.7,56,1051,4.36,4.4,2.66
1.02,"Premium","I","SI2",62,59,3856,6.45,6.42,3.99
0.34,"Ideal","G","VS2",61.4,57,596,4.48,4.51,2.76
0.55,"Very Good","E","VVS2",59.6,59,2312,5.32,5.39,3.19
0.33,"Ideal","H","IF",61.9,55,1114,4.44,4.42,2.74
0.53,"Ideal","H","VS2",61.9,55.2,1435,5.21,5.24,3.24
1.23,"Ideal","G","VVS2",62.2,55,10317,6.86,6.9,4.28
0.35,"Premium","F","VS1",60.7,58,767,4.54,4.58,2.77
0.53,"Good","E","SI1",57.8,57,1328,5.33,5.29,3.07
0.5,"Premium","D","VS2",61.9,58,1845,5.1,5.04,3.14
1.51,"Good","H","SI1",62.2,61,8854,7.25,7.32,4.53
0.71,"Ideal","F","VS1",61.1,56,3701,5.76,5.8,3.53
0.41,"Ideal","G","VS2",62.4,55,827,4.73,4.76,2.96
0.37,"Ideal","F","IF",62,57,1092,4.59,4.62,2.85
0.91,"Ideal","F","SI2",62.7,57,3642,6.16,6.21,3.88
1.01,"Good","G","VS1",59.2,63,6407,6.5,6.48,3.84
0.43,"Ideal","E","SI1",61.2,56.2,803,4.87,4.89,2.99
0.41,"Ideal","F","VVS2",61.4,56,1115,4.76,4.81,2.94
0.78,"Good","J","SI1",58,62,2035,6.01,6.05,3.5
0.28,"Very Good","F","VVS2",60.6,59,642,4.22,4.26,2.57
0.33,"Premium","E","VS2",60.6,60,723,4.43,4.48,2.7
0.37,"Premium","D","VVS1",61.4,58,1069,4.63,4.65,2.85
0.51,"Very Good","F","VS1",62.4,59,1697,5.04,5.09,3.16
0.51,"Ideal","G","VVS2",62.9,57,1974,5.12,5.09,3.21
0.71,"Ideal","E","VS2",62,56,3304,5.72,5.75,3.55
2,"Ideal","E","SI2",62.2,57,16650,8.11,8.09,5.04
1.06,"Ideal","F","VS2",61.1,56.5,7637,6.57,6.6,4.03
0.52,"Very Good","E","VS2",63,58,1641,5.07,5.12,3.21
0.5,"Good","E","VS2",57.8,60,1365,5.2,5.29,3.03
1.05,"Very Good","E","SI2",61.7,59,4010,6.52,6.58,4.04
0.41,"Ideal","F","VS1",62.7,55,1007,4.74,4.77,2.98
1.02,"Ideal","D","SI1",62.3,56,5266,6.49,6.45,4.03
0.71,"Ideal","F","VS2",61.8,55,3516,5.74,5.76,3.55
0.74,"Very Good","J","VS1",62.7,58,2170,5.75,5.8,3.62
0.31,"Ideal","F","VS2",60.8,57,583,4.38,4.41,2.67
0.3,"Ideal","D","VVS1",62.2,57,866,4.3,4.35,2.69
1.21,"Good","J","SI2",60.4,56,4559,6.84,6.93,4.16
0.31,"Premium","I","VS2",61.1,58,558,4.38,4.36,2.67
0.32,"Premium","H","VS2",62.7,54,648,4.41,4.39,2.76
0.7,"Ideal","H","VS2",61.9,56,3656,5.68,5.73,3.53
1.03,"Ideal","F","SI1",61.3,56,6059,6.51,6.55,4
1.43,"Very Good","G","VS2",62.2,58,10419,7.15,7.18,4.46
0.28,"Very Good","H","VVS2",62.4,54,450,4.2,4.23,2.63
0.53,"Very Good","G","SI1",60.2,57,1367,5.22,5.28,3.16
1.01,"Premium","G","VS1",59.5,60,4853,6.49,6.48,3.86
1.7,"Ideal","I","VS1",62.2,55,12737,7.67,7.63,4.76
2.02,"Premium","F","SI2",61,59,11962,8.2,8.13,4.98
0.31,"Premium","D","VVS1",61.1,56,1060,4.42,4.35,2.68
0.3,"Premium","E","VVS2",61.3,59,1013,4.32,4.3,2.64
0.52,"Ideal","E","VS2",61.3,57,1576,5.19,5.22,3.19
0.5,"Premium","H","VVS1",62.5,58,1838,5.1,5.05,3.17
0.75,"Premium","H","SI2",63,58,2295,5.79,5.76,3.64
0.31,"Premium","H","VS1",62.4,58,698,4.36,4.32,2.71
0.34,"Ideal","G","SI1",61.2,57,650,4.56,4.53,2.78
0.9,"Ideal","D","SI1",62.1,57,4523,6.18,6.25,3.86
1.51,"Premium","F","VS2",61.9,59,14334,7.31,7.39,4.55
1,"Very Good","E","VS2",62.4,62,5544,6.33,6.39,3.97
1.02,"Fair","J","SI2",65,59,3119,6.34,6.24,4.08
0.32,"Ideal","E","VVS2",62,55,842,4.38,4.4,2.72
0.31,"Ideal","E","VS2",60.5,56,680,4.38,4.41,2.66
1.05,"Premium","H","SI2",63,59,4234,6.48,6.44,4.07
1.21,"Premium","E","SI2",61.9,60,6071,6.78,6.73,4.18
0.33,"Ideal","F","VVS2",62.4,55,750,4.43,4.45,2.77
1,"Ideal","H","SI1",61.4,55,4469,6.49,6.44,3.97
0.92,"Ideal","F","SI2",61.5,56,3763,6.27,6.32,3.87
1.16,"Ideal","F","VVS2",60.5,58,10850,6.77,6.85,4.12
1.21,"Good","F","VS2",63.5,55,7786,6.71,6.77,4.28
0.31,"Ideal","G","SI2",61.7,56,523,4.38,4.34,2.69
1.2,"Very Good","E","SI2",63.3,55,5645,6.77,6.73,4.27
0.8,"Good","F","SI1",63.8,59,2941,5.83,5.87,3.73
0.53,"Ideal","E","VS2",61.3,55,1721,5.2,5.24,3.2
1.01,"Ideal","G","VS2",61.9,56,7179,6.4,6.44,3.97
0.37,"Premium","E","SI1",59.3,58,833,4.75,4.73,2.81
0.34,"Premium","H","VS2",59,59,689,4.61,4.55,2.7
0.3,"Premium","H","SI1",59.3,59,421,4.36,4.38,2.59
1.01,"Ideal","I","VS2",59.9,61,4685,6.49,6.53,3.9
1.51,"Premium","F","SI1",62.3,61,10866,7.29,7.22,4.52
0.36,"Very Good","D","VS1",59,57,832,4.71,4.74,2.79
2.01,"Ideal","G","SI1",62.2,56,18741,8.02,7.97,4.97
0.3,"Ideal","F","IF",62.1,55,886,4.32,4.35,2.69
0.7,"Very Good","G","I1",61.5,63,1047,5.73,5.65,3.5
1.5,"Premium","D","VS2",60.2,59,15052,7.48,7.36,4.47
2.74,"Fair","J","I1",64.9,61,8807,8.76,8.66,5.65
0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53
0.7,"Premium","E","SI1",61,57,2777,5.73,5.68,3.48
0.24,"Very Good","D","VVS2",62.4,58,552,3.94,4.01,2.48
0.9,"Good","F","SI1",61.3,60,3893,6.13,6.18,3.77
1.7,"Premium","H","VS2",60.6,58,10333,7.72,7.65,4.66
0.43,"Premium","F","SI1",61.3,60,1016,4.86,4.83,2.97
0.32,"Ideal","E","VVS2",60.8,57,1080,4.46,4.42,2.7
0.55,"Ideal","E","VS2",59.3,57,1767,5.43,5.39,3.21
0.36,"Ideal","E","VS2",61.9,56,789,4.55,4.56,2.82
0.37,"Premium","E","VS1",60.4,58,1124,4.66,4.61,2.8
0.5,"Very Good","D","VS2",61.1,58,1646,5.07,5.11,3.11
0.31,"Ideal","H","VVS2",61.5,56,802,4.37,4.35,2.68
0.52,"Very Good","D","SI2",62.9,56,1289,5.14,5.17,3.24
0.8,"Ideal","E","SI2",60.8,56,2939,6.02,6.01,3.66
1.3,"Ideal","G","VS1",62,55,10221,7.02,6.98,4.34
0.51,"Very Good","E","VS2",63.3,56,1781,5.12,5.08,3.23
0.31,"Ideal","E","VVS2",61.1,56,864,4.38,4.39,2.68
0.7,"Fair","F","SI2",65.3,55,2075,5.6,5.49,3.62
1.02,"Ideal","F","SI2",60.7,56,4541,6.53,6.5,3.95
1.28,"Ideal","H","SI1",62.4,56,6701,6.93,6.91,4.32
0.54,"Ideal","G","SI1",61.8,58,1350,5.21,5.27,3.24
0.77,"Premium","H","VS2",59.4,60,2546,6,5.96,3.55
1.71,"Good","G","SI2",63.7,57,6847,7.54,7.5,4.79
0.3,"Ideal","D","SI1",62.1,56,552,4.3,4.33,2.68
0.72,"Very Good","E","SI1",62.9,54,2567,5.72,5.76,3.61
1,"Good","E","SI2",63.3,55,4312,6.25,6.29,3.97
0.72,"Ideal","F","VS2",61.1,56,3226,5.92,5.8,3.55
0.42,"Premium","F","SI1",60.8,58,773,4.83,4.87,2.95
1.17,"Fair","E","VS2",64.5,56,6814,6.75,6.68,4.33
0.3,"Premium","D","SI1",58.8,57,662,4.44,4.4,2.6
0.41,"Ideal","F","VVS1",60.3,56,1295,4.8,4.85,2.91
1.22,"Very Good","J","SI2",63.5,58,3443,6.8,6.75,4.3
0.34,"Ideal","D","VS1",60.7,57,961,4.55,4.51,2.75
0.7,"Premium","J","IF",60.5,59,2264,5.73,5.67,3.45
1.01,"Premium","G","VS2",61.8,59,5946,6.45,6.4,3.97
1,"Good","G","VS2",63.7,59,5484,6.38,6.33,4.05
1.01,"Very Good","F","SI2",62.8,60,4416,6.33,6.4,4
1.03,"Good","G","SI2",63.9,60,3466,6.33,6.37,4.06
0.35,"Ideal","F","VS2",62.6,56,706,4.49,4.52,2.82
1.51,"Premium","F","VS2",59.1,60,15253,7.52,7.45,4.42
2.27,"Premium","H","SI2",60.7,59,15783,8.5,8.45,5.15
0.5,"Ideal","H","VVS2",61.6,57,1842,5.08,5.14,3.15
0.7,"Good","D","VS2",63.9,58,3087,5.58,5.62,3.58
1.09,"Premium","H","SI1",61.8,58,4871,6.63,6.58,4.08
2.01,"Premium","H","SI1",61.1,60,17849,8.15,8.11,4.97
1.2,"Premium","G","SI2",59.2,60,5278,6.92,6.9,4.09
0.3,"Very Good","D","SI2",62.9,58,447,4.26,4.29,2.69
1.51,"Ideal","G","VS1",61.6,56,14542,7.34,7.37,4.53
0.26,"Ideal","F","SI1",61.8,55,447,4.12,4.14,2.55
1.01,"Very Good","E","SI2",63.3,57,4270,6.39,6.31,4.02
0.91,"Very Good","F","SI1",59.7,55,4279,6.33,6.36,3.79
1.06,"Very Good","E","VVS2",61.8,58,9997,6.52,6.56,4.04
0.32,"Ideal","G","VVS2",61.7,57,936,4.44,4.41,2.73
0.41,"Ideal","G","SI1",61.8,55,876,4.8,4.81,2.97
0.56,"Very Good","G","VVS2",61.4,57,2010,5.26,5.32,3.25
0.5,"Very Good","E","VS2",63.2,56,1397,5.06,5.03,3.19
0.38,"Ideal","E","VS1",61.4,56,920,4.66,4.69,2.87
0.32,"Premium","H","VS2",60.5,59,505,4.39,4.43,2.67
